teamId,location,name,abbreviation,displayName,shortDisplayName,color,alternateColor,logoURL,venueId,slug
18220,Spain U23,Spain U23,ESP,Spain U23,Spain U23,c60b1e,ffc400,https://a.espncdn.com/i/teamlogos/countries/500/esp.png,0,esp.u23
18224,New Zealand U23,New Zealand U23,NZL,New Zealand U23,New Zealand U23,000000,EA2300,https://a.espncdn.com/i/teamlogos/countries/500/nzl.png,0,nzl.u23
18227,Iraq U23,Iraq U23,IRQ,Iraq U23,Iraq U23,000000,C60000,https://a.espncdn.com/i/teamlogos/countries/500/irq.png,0,irq.u23
18232,Argentina U23,Argentina U23,ARG,Argentina U23,Argentina U23,74acdf,173e69,https://a.espncdn.com/i/teamlogos/countries/500/arg.png,0,arg.u23
18243,Sint Maarten,Sint Maarten,SMA,Sint Maarten,Sint Maarten,000000,C60000,https://a.espncdn.com/i/teamlogos/countries/500/sma.png,0,sma
18264,Des Moines Menace,Des Moines Menace,DES,Des Moines Menace,Des Moines,C60000,000000,https://a.espncdn.com/i/teamlogos/soccer/500/18264.png,0,des_moines_menace
18265,San Antonio FC,San Antonio FC,SAFC,San Antonio FC,San Antonio ,878787,000000,https://a.espncdn.com/i/teamlogos/soccer/500/18265.png,6451,san_antonio_fc
18267,FC Cincinnati,FC Cincinnati,CIN,FC Cincinnati,Cincinnati,003087,fe5000,https://a.espncdn.com/i/teamlogos/soccer/500/18267.png,8674,fc_cincinnati
18272,Kosovo,Kosovo,KOS,Kosovo,Kosovo,0000cd,ffec00,https://a.espncdn.com/i/teamlogos/soccer/500/18272.png,5344,kosovo
18278,Jong FC Utrecht,Jong FC Utrecht,JUT,Jong FC Utrecht,Jong Utrecht,DF1B27,6ab4c9,https://a.espncdn.com/i/teamlogos/soccer/500/18278.png,7366,jong_fc_utrecht
18285,Gazovik Orenburg,Gazovik Orenburg,ORE,Gazovik Orenburg,Orenburg,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/18285.png,6677,gazovik_orenburg
18320,Politehnica Iasi,Politehnica Iasi,IASI,Politehnica Iasi,Poli Iasi,000000,C60000,,6747,csms_iasi
18418,Atlanta United FC,Atlanta United FC,ATL,Atlanta United FC,Atlanta,9d2235,aa9767,https://a.espncdn.com/i/teamlogos/soccer/500/18418.png,7485,usa.atlanta_united_fc
18428,Brusque,Brusque,BRUS,Brusque,Brusque,C60000,FFD704,https://a.espncdn.com/i/teamlogos/soccer/500/18428.png,6983,brusque_fc
18446,FC Tulsa,FC Tulsa,TUL,FC Tulsa,Tulsa ,070784,e58209,https://a.espncdn.com/i/teamlogos/soccer/500/18446.png,7012,tulsa_roughnecks
18449,Ventura County FC,Ventura County FC,VCFC,Ventura County FC,Ventura FC,1E359B,0A2141,https://a.espncdn.com/i/teamlogos/soccer/500/18449.png,1423,la_galaxy_ii
18450,New York Red Bulls II,New York Red Bulls II,NY2,New York Red Bulls II,NY Red Bulls II,D50031,0A2141,https://a.espncdn.com/i/teamlogos/soccer/500/18450.png,7065,new_york_red_bulls_ii
18455,Orange County SC,Orange County SC,OCSC,Orange County SC,Orange County,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/18455.png,7063,orange_county_sc
18459,Al Taawoun,Al Taawoun,TAA,Al Taawoun,Al Taawoun,eef209,000000,https://a.espncdn.com/i/teamlogos/soccer/500/18459.png,5344,al-taawoun
18461,Persepolis,Persepolis,PRS,Persepolis,Persepolis,e51243,000000,,0,persepolis
18467,Flamengo U20,Flamengo U20,FLA,Flamengo U20,Flamengo,FF0000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/18467.png,5524,flamengo_u20
18704,Miami United FC,Miami United FC,MIA,Miami United FC,Miami Utd,F23385,1AD1CF,,0,miami_united_fc
18716,El Farolito,El Farolito,FAR,El Farolito,El Farolito,204399,f7ee23,https://a.espncdn.com/i/teamlogos/soccer/500/18716.png,0,el_farolito
18741,Saarbrücken,Saarbrücken,FCS,Saarbrücken,Saarbrücken,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/18741.png,0,saarbrucken
18748,Jong AZ,Jong AZ,JAZ,Jong AZ,Jong AZ,DF1B27,091453,https://a.espncdn.com/i/teamlogos/soccer/500/18748.png,7267,az_reserves
18773,Sepsi Sfantu Gheorghe,Sepsi Sfantu Gheorghe,SEP,Sepsi Sfantu Gheorghe,Sepsi OSK,000000,C60000,,8895,sepsi_sfantu_gheorghe
18794,WSG Swarovski Tirol,WSG Swarovski Tirol,WST,WSG Swarovski Tirol,Swarovski Tirol,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/18794.png,4840,wsg_swarovski_wattens
18850,Jamshedpur FC,Jamshedpur FC,JFC,Jamshedpur FC,Jamshedpur,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/18850.png,7489,jamshedpur
18851,Bengaluru FC,Bengaluru FC,BFC,Bengaluru FC,Bengaluru,0000fd,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/18851.png,7490,bengaluru
18894,Punjab FC,Punjab FC,PFC,Punjab FC,Punjab FC,8f171a,ffc80b,https://a.espncdn.com/i/teamlogos/soccer/500/18894.png,7655,minerva_punjab
18963,Inter de Limeira,Inter de Limeira,ILI,Inter de Limeira,Inter Limeira,000000,fafafc,https://a.espncdn.com/i/teamlogos/soccer/500/18963.png,0,inter_limeira
18966,LAFC,LAFC,LAFC,LAFC,LAFC,000000,c7a36f,https://a.espncdn.com/i/teamlogos/soccer/500/18966.png,7605,usa.lafc
18986,Nashville SC,Nashville SC,NSH,Nashville SC,Nashville,ece83a,1f1646,https://a.espncdn.com/i/teamlogos/soccer/500/18986.png,8993,nashville_sc
18987,Las Vegas Lights FC,Las Vegas Lights FC,LVL,Las Vegas Lights FC,Las Vegas,000000,f2e604,https://a.espncdn.com/i/teamlogos/soccer/500/18987.png,7359,las_vegas_lights_fc
18995,Academia Puerto Cabello,Academia Puerto Cabello,CAB,Academia Puerto Cabello,Puerto Cabello,212121,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/18995.png,7636,academia_puerto_cabello
19179,Detroit City FC,Detroit City FC,DET,Detroit City FC,Detroit,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/19179.png,7746,detroit_city_fc
19181,South Georgia Tormenta FC,South Georgia Tormenta FC,SGT,South Georgia Tormenta FC,SG Tormenta,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/19181.png,9000,south_georgia_tormenta_fc
19232,Norway U19,Norway U19,NOR,Norway U19,Norway U19,ee3b33,C60000,https://a.espncdn.com/i/teamlogos/countries/500/nor.png,0,nor.u19
19250,Petrocub,Petrocub,PET,Petrocub,Petrocub,000000,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/19250.png,0,petrocub-hincesti
19256,Lyon,Lyon,LYON,Lyon,Lyon,ffffff,0000bf,https://a.espncdn.com/i/teamlogos/soccer/500/19256.png,8592,lyon_women
19257,Manchester City,Manchester City,MNC,Manchester City,Man City,5CBFEB,0f204b,https://a.espncdn.com/i/teamlogos/soccer/500/19257.png,6246,manchester_city_women
19258,Paris Saint-Germain,Paris Saint-Germain,PSG,Paris Saint-Germain,PSG,00003e,ef2f24,https://a.espncdn.com/i/teamlogos/soccer/500/19258.png,9620,psg_women
19262,Harrogate Town,Harrogate Town,HAR,Harrogate Town,Harrogate,ffff00,aeeaff,https://a.espncdn.com/i/teamlogos/soccer/500/19262.png,1900,harrogate_town
19265,Hermannstadt,Hermannstadt,HER,Hermannstadt,Hermannstadt,000000,C60000,,8254,hermannstadt
19291,Yeclano Deportivo,Yeclano Deportivo,YEC,Yeclano Deportivo,Yeclano,000000,C60000,,0,yeclano_deportivo
19294,Unionistas de Salamanca,Unionistas de Salamanca,SAL,Unionistas de Salamanca,Salamanca,000000,C60000,,0,unionistas_de_salamanca
19301,St. Johnstone B,St. Johnstone B,STJO,St. Johnstone B,St. Johnston,000099,ffff00,,0,st._johnstone_u21
19302,Aberdeen B,Aberdeen B,ABER,Aberdeen B,Aberdeen,C8142F,fffdd1,,0,aberdeen_u21
19305,Dundee B,Dundee B,DUND,Dundee B,Dundee B,000000,C60000,,0,dundee_u21
19306,Hibernian B,Hibernian B,HIBS,Hibernian B,Hibernian,006600,fafafc,,0,hibernian_u21
19307,Motherwell B,Motherwell B,MOTH,Motherwell B,Motherwell,000000,C60000,,0,motherwell_u21
19309,Heart of Midlothian B,Heart of Midlothian B,HOM,Heart of Midlothian B,Hearts B,8E003B,575957,,0,heart_of_midlothian_u21
19311,St Mirren B,St Mirren B,STM,St Mirren B,St Mirren,000000,C8142F,,0,st._mirren_u21
19314,Bonaire,Bonaire,BOE,Bonaire,Bonaire,000000,C60000,https://a.espncdn.com/i/teamlogos/countries/500/boe.png,0,boe
19318,Eemdijk,Eemdijk,EMK,Eemdijk,Eemdijk,000000,C60000,,0,eemdijk
19340,Macarthur FC,Macarthur FC,MAC,Macarthur FC,Macarthur,dbc242,000000,https://a.espncdn.com/i/teamlogos/soccer/500/19340.png,4649,macarther_south_west_united
19352,Independiente de la Chorrera,Independiente de la Chorrera,CHO,Independiente de la Chorrera,Ind. Chorrera,000000,C60000,,0,independiente_de_la_chorrera
19405,Birmingham Legion FC,Birmingham Legion FC,BRM,Birmingham Legion FC,Birmingham,000000,876700,https://a.espncdn.com/i/teamlogos/soccer/500/19405.png,9010,birmingham_legion_fc
19407,El Paso Locomotive FC,El Paso Locomotive FC,ELP,El Paso Locomotive FC,El Paso,002363,f0de0f,https://a.espncdn.com/i/teamlogos/soccer/500/19407.png,7992,el_paso_locomotive_fc
19408,New Mexico United,New Mexico United,NMU,New Mexico United,New Mexico,ffea00,000000,https://a.espncdn.com/i/teamlogos/soccer/500/19408.png,7988,new_mexico_united
19409,Memphis 901 FC,Memphis 901 FC,MEM,Memphis 901 FC,Memphis,002363,e50067,https://a.espncdn.com/i/teamlogos/soccer/500/19409.png,7989,memphis_901_fc
19410,Loudoun United FC,Loudoun United FC,LOU,Loudoun United FC,Loudoun,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/19410.png,8160,loudoun_united_fc
19411,Hartford Athletic,Hartford Athletic,HFD,Hartford Athletic,Hartford,00a030,0024a8,https://a.espncdn.com/i/teamlogos/soccer/500/19411.png,7991,hartford_athletic
19425,Always Ready,Always Ready,CAR,Always Ready,Always Ready,ff0000,fafafc,https://a.espncdn.com/i/teamlogos/soccer/500/19425.png,0,always_ready
19433,Carlos A. Mannucci,Carlos A. Mannucci,CMA,Carlos A. Mannucci,Manucci,C60000,0000ff,https://a.espncdn.com/i/teamlogos/soccer/500/19433.png,5570,carlos_a._mannucci
19964,Greenville Triumph,Greenville Triumph,GRE,Greenville Triumph,Greenville,64A70B,69B3E7,https://a.espncdn.com/i/teamlogos/soccer/500/19964.png,9473,greenville_triumph
19970,Chelsea,Chelsea,CHE,Chelsea,Chelsea ,0000dd,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/19970.png,249,chelsea_fc_women
19971,Liverpool,Liverpool,LIV,Liverpool,Liverpool ,D00027,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/19971.png,10036,liverpool_fc_women
19972,Everton,Everton,EVE,Everton,Everton ,0000ff,ff6464,https://a.espncdn.com/i/teamlogos/soccer/500/19972.png,8173,everton_ladies_fc
19973,Arsenal,Arsenal,ARS,Arsenal,Arsenal,EF0107,ffdf00,https://a.espncdn.com/i/teamlogos/soccer/500/19973.png,2267,arsenal_women
19975,West Ham United,West Ham United,WHU,West Ham United,West Ham ,60223B,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/19975.png,6299,west_ham_united_women_fc
19976,Brighton & Hove Albion,Brighton & Hove Albion,BHA,Brighton & Hove Albion,Brighton,0000ff,090a06,https://a.espncdn.com/i/teamlogos/soccer/500/19976.png,1502,brighton_hove_albion_women_fc
19995,Forward Madison FC,Forward Madison FC,MAD,Forward Madison FC,Madison,11ddf0,f011b1,https://a.espncdn.com/i/teamlogos/soccer/500/19995.png,8439,forward_madison_fc
20000,Chattanooga Red Wolves,Chattanooga Red Wolves,CRW,Chattanooga Red Wolves,Chattanooga,7C2629,000000,https://a.espncdn.com/i/teamlogos/soccer/500/20000.png,8504,chattanooga_red_wolves
20018,Robinhood,Robinhood,ROB,Robinhood,Robinhood,000000,C60000,,0,robinhood
20026,Forge FC,Forge FC,FOR,Forge FC,Forge,000000,C60000,,0,forge_fc
20039,Larne,Larne,LAR,Larne,Larne,C60000,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/20039.png,8140,larne
20061,Manchester United,Manchester United,MAN,Manchester United,Man Utd,DA020E,f9e8a5,https://a.espncdn.com/i/teamlogos/soccer/500/20061.png,8161,manchester_united_women
20062,Tottenham Hotspur,Tottenham Hotspur,TOT,Tottenham Hotspur,Tottenham,ffffff,052a87,https://a.espncdn.com/i/teamlogos/soccer/500/20062.png,7827,tottenham_women
20070,Gaziantep FK,Gaziantep FK,GAZ,Gaziantep FK,Gaziantep,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/20070.png,7059,gazisehir_gaziantep
20086,Western United,Western United,WTU,Western United,Western Utd,000000,15b869,https://a.espncdn.com/i/teamlogos/soccer/500/20086.png,9929,western_united
20091,Barcelona,Barcelona,BAR,Barcelona,Barcelona,c00000,ffde00,https://a.espncdn.com/i/teamlogos/soccer/500/20091.png,8270,barcelona_women
20092,Juventus,Juventus,JUV,Juventus,Juventus,181A21,ebebeb,https://a.espncdn.com/i/teamlogos/soccer/500/20092.png,0,juventus_women
20103,Bayern Munich,Bayern Munich,MUN,Bayern Munich,Bayern,C8142F,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/20103.png,0,bayern_munich_women
20107,VfL Wolfsburg,VfL Wolfsburg,WOB,VfL Wolfsburg,Wolfsburg,0c4011,89bcff,https://a.espncdn.com/i/teamlogos/soccer/500/20107.png,0,wolfsburg_women
20114,FC Twente,FC Twente,TWE,FC Twente,FC Twente,F31522,8ac9f8,https://a.espncdn.com/i/teamlogos/soccer/500/20114.png,8542,fc_twente_women
20115,St. Pölten,St. Pölten,SKN,St. Pölten,St. Pölten,ffff00,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/20115.png,0,st._polten_women
20174,Hyderabad,Hyderabad,HYD,Hyderabad,Hyderabad,dabf00,000000,https://a.espncdn.com/i/teamlogos/soccer/500/20174.png,7529,hyderabad
20179,FC Andorra,FC Andorra,AND,FC Andorra,FC Andorra,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/20179.png,6864,fc_andorra
20210,Paraguay,Paraguay,PAR,Paraguay,Paraguay,ea2300,0c2fff,https://a.espncdn.com/i/teamlogos/countries/500/par.png,10004,par.w
20232,Inter Miami CF,Inter Miami CF,MIA,Inter Miami CF,Miami,231f20,f7b5cd,https://a.espncdn.com/i/teamlogos/soccer/500/20232.png,8330,usa.inter_miami
20279,Liga MX All-Stars,Liga MX All-Stars,Liga MX All-Stars,Liga MX All-Stars,Liga MX All-Stars,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/20279.png,0,liga_mx_all-stars
20280,Melbourne City,Melbourne City,MBC,Melbourne City,Melbourne C,87cefa,fafafc,https://a.espncdn.com/i/teamlogos/soccer/500/20280.png,9666,melbourne_city_women
20281,Brisbane Roar,Brisbane Roar,BRI,Brisbane Roar,Brisbane,F5A12D,d3d3d3,https://a.espncdn.com/i/teamlogos/soccer/500/20281.png,8975,brisbane_roar_women
20282,Perth Glory,Perth Glory,PER,Perth Glory,Perth Glory,562D84,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/20282.png,5573,perth_glory_women
20283,Western Sydney ,Western Sydney ,WSFC,Western Sydney ,W Sydney,C60000,c9b177,https://a.espncdn.com/i/teamlogos/soccer/500/20283.png,9286,western_sydney_fc_women
20284,Melbourne Victory ,Melbourne Victory ,MBV,Melbourne Victory ,Melbourne V,104C94,d3d3d3,https://a.espncdn.com/i/teamlogos/soccer/500/20284.png,8629,melbourne_victory_women
20285,Sydney FC ,Sydney FC ,SYD,Sydney FC ,Sydney FC,87cefa,fafafc,https://a.espncdn.com/i/teamlogos/soccer/500/20285.png,5370,sydney_fc_women
20286,Adelaide United ,Adelaide United ,ADE,Adelaide United ,Adelaide Utd,ea413c,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/20286.png,5574,adelaide_united_women
20287,Newcastle Jets ,Newcastle Jets ,NEW,Newcastle Jets ,New. Jets,0000dd,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/20287.png,5572,newcastle_jets_women
20288,Canberra United ,Canberra United ,CAN,Canberra United ,Canberra Utd,33FF34,000000,https://a.espncdn.com/i/teamlogos/soccer/500/20288.png,8360,canberra_united_women
20293,Atlético Grau,Atlético Grau,AGR,Atlético Grau,Atlético Grau,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/20293.png,6089,atltico_grau
20303,Paraguay U23,Paraguay U23,PAR,Paraguay U23,Paraguay U23,ea2300,0c2fff,https://a.espncdn.com/i/teamlogos/countries/500/par.png,0,par.u23
20651,Dominican Republic U23,Dominican Republic U23,DOM,Dominican Republic U23,Dom Rep U23,ea2300,0c2fff,https://a.espncdn.com/i/teamlogos/countries/500/dom.png,0,dom.u23
20684,Union Omaha,Union Omaha,OMA,Union Omaha,Omaha,000000,C4D600,https://a.espncdn.com/i/teamlogos/soccer/500/20684.png,8505,union_omaha
20687,Oakland Roots,Oakland Roots,OAK,Oakland Roots,Oakland,000000,878787,https://a.espncdn.com/i/teamlogos/soccer/500/20687.png,3789,oakland_roots
20688,Michigan Stars,Michigan Stars,MIC,Michigan Stars,Michigan,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/20688.png,0,michigan_stars
20689,LA Force,LA Force,LAF,LA Force,LA Force,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/20689.png,0,la_force
20702,Mazatlán FC,Mazatlán FC,MAZ,Mazatlán FC,Mazatlán,9400D3,000000,https://a.espncdn.com/i/teamlogos/soccer/500/20702.png,8461,mazatln_fc
20707,Aston Villa,Aston Villa,AVL,Aston Villa,Aston Villa,7A003C,5CBFEB,https://a.espncdn.com/i/teamlogos/soccer/500/20707.png,307,aston_villa_women
20710,Borac Banja Luka,Borac Banja Luka,BBL,Borac Banja Luka,Banja Luka,C60000,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/20710.png,0,borac_banja_luka
20712,FC Noah,FC Noah,NOA,FC Noah,FC Noah,000000,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/20712.png,0,fc_noah
20713,FK TSC,FK TSC,TSC,FK TSC,FK TSC,000066,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/20713.png,0,tsc_backa_topola
20729,Eyupspor,Eyupspor,EYU,Eyupspor,Eyupspor,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/20729.png,4977,eyupspor
20737,Hatayspor,Hatayspor,HAY,Hatayspor,Hatayspor,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/20737.png,9108,hatayspor
20740,SC Farense,SC Farense,SCF,SC Farense,SC Farense,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/20740.png,8493,sc_farense
20765,Adana Demirspor,Adana Demirspor,ADD,Adana Demirspor,Adana Demirspor,000080,87CEEB,https://a.espncdn.com/i/teamlogos/soccer/500/20765.png,8770,adana_demirspor
20774,Mohun Bagan Super Giant,Mohun Bagan Super Giant,MBSG,Mohun Bagan Super Giant,Mohun Bagan,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/20774.png,0,atk_mohun_bagan
20795,Zambia,Zambia,ZAM,Zambia,Zambia,00843d,FFCD00,https://a.espncdn.com/i/teamlogos/countries/500/zam.png,0,zam
20825,Ourense CF,Ourense CF,OUR,Ourense CF,Ourense,000000,C60000,,0,ourense_cf
20836,Valerenga,Valerenga,VAL,Valerenga,Valerenga,034ea2,ed1c24,https://a.espncdn.com/i/teamlogos/soccer/500/20836.png,0,valerenga_women
20842,Mohammedan SC,Mohammedan SC,MOH,Mohammedan SC,Mohammedan,000000,C60000,,2617,mohammedan_sporting_club
20850,Bo'ness United,Bo'ness United,BON,Bo'ness United,Bo'ness,000000,C60000,,0,boness_united
20890,Real Tomayapo,Real Tomayapo,TOM,Real Tomayapo,Tomayapo,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/20890.png,0,real_tomayapo
20906,Austin FC,Austin FC,ATX,Austin FC,Austin,00b140,000000,https://a.espncdn.com/i/teamlogos/soccer/500/20906.png,8673,austin_fc
20907,Kansas City Current,Kansas City Current,KC,Kansas City Current,Kansas City,cf3339,62cbc9,https://a.espncdn.com/i/teamlogos/soccer/500/20907.png,9895,usa.kansas_city
20947,France U23,France U23,FRA,France U23,France U23,002f79,ffffff,https://a.espncdn.com/i/teamlogos/countries/500/fra.png,0,fra.u23
20966,SK Austria Klagenfurt,SK Austria Klagenfurt,AKL,SK Austria Klagenfurt,Klagenfurt,800080,FFD700,https://a.espncdn.com/i/teamlogos/soccer/500/20966.png,4130,sk_austria_klagenfurt
20988,Greifswalder SC,Greifswalder SC,GRE,Greifswalder SC,Greifswalder,000000,C60000,,0,greifswalder_sc
20991,Celtic B,Celtic B,CEL,Celtic B,Celtic B,000000,C60000,,0,celtic_b
20992,Dundee United B,Dundee United B,DUN,Dundee United B,Dundee Utd B,000000,C60000,,0,dundee_united_b
20993,Rangers B,Rangers B,RNG,Rangers B,Rangers B,000000,C60000,,0,rangers_b
21036,Leicester City,Leicester City,LEI,Leicester City,Leicester,0202fb,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/21036.png,5774,leicester_city_women
21037,Crystal Palace,Crystal Palace,CRY,Crystal Palace,C Palace,0055a5,ee2e24,https://a.espncdn.com/i/teamlogos/soccer/500/21037.png,3659,crystal_palace_women
21128,Real Madrid,Real Madrid,RMA,Real Madrid,Real Madrid,ffffff,28315c,https://a.espncdn.com/i/teamlogos/soccer/500/21128.png,4999,real_madrid_women
21133,Wellington Phoenix,Wellington Phoenix,WEL,Wellington Phoenix,Wellington,f5fe05,000000,https://a.espncdn.com/i/teamlogos/soccer/500/21133.png,9704,wellington_phoenix_women
21181,Dominican Republic,Dominican Republic,DOM,Dominican Republic,Dom Republic,002d62,ce1127,https://a.espncdn.com/i/teamlogos/countries/500/dom.png,0,dom
21290,CE Europa,CE Europa,CEE,CE Europa,Europa,000000,C60000,,0,ce_europa
21300,Charlotte FC,Charlotte FC,CLT,Charlotte FC,Charlotte,0085ca,000000,https://a.espncdn.com/i/teamlogos/soccer/500/21300.png,4418,charlotte_fc
21313,Sportivo Ameliano,Sportivo Ameliano,SPA,Sportivo Ameliano,Ameliano,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/21313.png,8991,sportivo_ameliano
21314,ADT,ADT,ADT,ADT,ADT,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/21314.png,8986,adt
21353,Central Valley Fuego FC,Central Valley Fuego FC,CVF,Central Valley Fuego FC,Central Valley,BA0D19,58BA0D,https://a.espncdn.com/i/teamlogos/soccer/500/21353.png,7230,central_valley_fuego_fc
21354,Northern Colorado Hailstorm FC,Northern Colorado Hailstorm FC,NCFC,Northern Colorado Hailstorm FC,N Colorado,0C2D6F,FFFFFF,https://a.espncdn.com/i/teamlogos/soccer/500/21354.png,9965,northern_colorado_hailstorm_fc
21355,Chengdu Rongcheng,Chengdu Rongcheng,CHE,Chengdu Rongcheng,Chengdu,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/21355.png,9205,chengdu_rongcheng
21370,Monterey Bay,Monterey Bay,MTB,Monterey Bay,Monterey Bay,02F9F9,2A4666,https://a.espncdn.com/i/teamlogos/soccer/500/21370.png,9009,monterey_bay
21379,Universitario de Vinto,Universitario de Vinto,UDV,Universitario de Vinto,Univ. de Vinto,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/21379.png,5435,universitario_de_vinto
21422,Angel City FC,Angel City FC,LA,Angel City FC,Angel City,202121,898c8f,https://a.espncdn.com/i/teamlogos/soccer/500/21422.png,7605,angel_city_fc
21423,San Diego Wave FC,San Diego Wave FC,SD,San Diego Wave FC,San Diego,032e62,21c6d9,https://a.espncdn.com/i/teamlogos/soccer/500/21423.png,8390,san_diego_wave_fc
21446,Al-Faisaly,Al-Faisaly,ALF,Al-Faisaly,Al-Faisaly,000000,C60000,,0,sa_al-faisaly
21448,Maryland Bobcats FC,Maryland Bobcats FC,MAR,Maryland Bobcats FC,Maryland,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/21448.png,0,maryland_bobcats_fc
21476,El Salvador,El Salvador,SLV,El Salvador,El Salvador,0537e4,000000,https://a.espncdn.com/i/teamlogos/countries/500/slv.png,0,slv
21506,Wuhan Three Towns,Wuhan Three Towns,WTT,Wuhan Three Towns,Wuhan TT,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/21506.png,3078,wtt
21507,Meizhou Hakka,Meizhou Hakka,MEI,Meizhou Hakka,Meizhou Hakka,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/21507.png,9135,meizhouhak
21508,Schott,Schott,SCH,Schott,Schott,000000,C60000,,0,schott
21510,Teutonia Ottensen,Teutonia Ottensen,TTO,Teutonia Ottensen,Teutonia,000000,C60000,,0,teutonia
21537,Monterrey,Monterrey,MON,Monterrey,Monterrey,001C58,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/21537.png,0,monterreyw
21539,Fakel Voronezh,Fakel Voronezh,VOR,Fakel Voronezh,Voronezh,214ed3,FFFFFF,https://a.espncdn.com/i/teamlogos/soccer/500/21539.png,10038,fakelvoron
21559,New Zealand U17,New Zealand U17,NZL,New Zealand U17,New Zealand,ea2300,0081d6,https://a.espncdn.com/i/teamlogos/countries/500/nzl.png,0,nzl.u17_w
21561,Brazil U17,Brazil U17,BRA,Brazil U17,Brazil,fee000,009c37,https://a.espncdn.com/i/teamlogos/countries/500/bra.png,0,bra.u17_w
21563,Nigeria U17,Nigeria U17,NGA,Nigeria U17,Nigeria,5bbd19,1a4030,https://a.espncdn.com/i/teamlogos/countries/500/nga.png,0,nga.u17_w
21565,United States U17,United States U17,USA,United States U17,United States,213065,d42339,https://a.espncdn.com/i/teamlogos/countries/500/usa.png,0,usa.u17_w
21568,Mexico U17,Mexico U17,MEX,Mexico U17,Mexico,006847,ffffff,https://a.espncdn.com/i/teamlogos/countries/500/mex.png,0,mex.u17_w
21570,Japan U17,Japan U17,JPN,Japan U17,Japan,000080,dddddd,https://a.espncdn.com/i/teamlogos/countries/500/jpn.png,0,jpn.u17_w
21572,Spain U17,Spain U17,ESP,Spain U17,Spain,c60b1e,ffc400,https://a.espncdn.com/i/teamlogos/countries/500/esp.png,0,esp.u17_w
21573,Colombia U17,Colombia U17,COL,Colombia U17,Colombia,fbd632,21418c,https://a.espncdn.com/i/teamlogos/countries/500/col.png,0,col.u17_w
21579,Kilmarnock B,Kilmarnock B,KIL,Kilmarnock B,Kilmarnock B,000000,C60000,,0,kilmarnock_b
21581,Casa Pia,Casa Pia,CAS,Casa Pia,Casa Pia,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/21581.png,9622,casa_pia
21610,Estrela,Estrela,EST,Estrela,Estrela,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/21610.png,3442,estrela
21635,Le Havre AC,Le Havre AC,HAC,Le Havre AC,Le Havre AC,a5d9ff,8c6f4d,https://a.espncdn.com/i/teamlogos/soccer/500/21635.png,4844,le_havre_women
21636,Guingamp,Guingamp,GUI,Guingamp,Guingamp,ef2f24,1a1a1a,https://a.espncdn.com/i/teamlogos/soccer/500/21636.png,3368,guingamp_women
